,clock,defense,defense_score,distance,home,offense,offense_score,period,surrender_index,yard_line
1564,"{'minutes': 13, 'seconds': 53}",Texas Tech,37,12,Texas Tech,Oklahoma State,21,4,3.722819902200001,63
1565,"{'minutes': 13, 'seconds': 52}",Florida Atlantic,31,18,Florida Atlantic,Southern Mississippi,17,4,3.7174171008,83
1566,"{'minutes': 10, 'seconds': 56}",Alabama,48,5,Alabama,Arkansas,0,3,3.717283757349889,55
1567,"{'minutes': 9, 'seconds': 6}",Miami (OH),17,5,Central Michigan,Central Michigan,14,3,3.714356755718401,43
1568,"{'minutes': 10, 'seconds': 4}",Howard,0,8,Maryland,Maryland,65,3,3.712175308799999,57
1569,"{'minutes': 15, 'seconds': 0}",Eastern Michigan,0,13,Kentucky,Kentucky,0,1,3.712175308799999,57
1570,"{'minutes': 11, 'seconds': 29}",Montana,0,9,Oregon,Oregon,14,2,3.712175308799999,57
1571,"{'minutes': 3, 'seconds': 40}",Purdue,13,8,Purdue,TCU,34,4,3.712175308799999,43
1572,"{'minutes': 10, 'seconds': 43}",Michigan State,0,8,Michigan State,Arizona State,3,3,3.712175308799999,43
1573,"{'minutes': 13, 'seconds': 32}",Arizona State,21,7,Arizona State,Colorado,24,3,3.712175308799999,43
1574,"{'minutes': 15, 'seconds': 0}",South Florida,0,11,Connecticut,Connecticut,0,1,3.712175308799999,57
1575,"{'minutes': 1, 'seconds': 21}",Purdue,7,8,Penn State,Penn State,28,3,3.712175308799999,57
1576,"{'minutes': 5, 'seconds': 31}",Louisiana Monroe,7,9,Appalachian State,Appalachian State,38,3,3.712175308799999,57
1577,"{'minutes': 5, 'seconds': 50}",Louisiana Monroe,7,7,Appalachian State,Appalachian State,52,4,3.712175308799999,57
1578,"{'minutes': 6, 'seconds': 16}",USC,28,9,Colorado,Colorado,31,4,3.712175308799999,57
1579,"{'minutes': 15, 'seconds': 0}",South Carolina,0,7,South Carolina,Vanderbilt,7,2,3.712175308799999,43
1580,"{'minutes': 4, 'seconds': 11}",Illinois,10,7,Michigan State,Michigan State,31,3,3.712175308799999,57
1581,"{'minutes': 15, 'seconds': 0}",Wisconsin,0,17,Nebraska,Nebraska,0,1,3.712175308799999,57
1582,"{'minutes': 1, 'seconds': 7}",South Alabama,3,9,Georgia State,Georgia State,14,2,3.712175308799999,57
1583,"{'minutes': 9, 'seconds': 28}",Louisville,13,9,Kentucky,Kentucky,24,3,3.712175308799999,57
1584,"{'minutes': 12, 'seconds': 12}",West Virginia,10,10,TCU,TCU,10,3,3.712175308799999,57
1585,"{'minutes': 10, 'seconds': 19}",UCF,28,1,Tulsa,Tulsa,17,3,3.7115299769999996,32
1586,"{'minutes': 6, 'seconds': 19}",UCF,62,9,UCF,Florida A&M,0,4,3.7106887668000015,91
1587,"{'minutes': 2, 'seconds': 0}",Clemson,59,5,Clemson,Wofford,14,4,3.7101744,72
1588,"{'minutes': 5, 'seconds': 17}",Boston College,58,9,Syracuse,Syracuse,27,4,3.699280613160001,41
1589,"{'minutes': 13, 'seconds': 35}",San Diego State,17,2,Colorado State,Colorado State,3,3,3.699224100000001,33
1590,"{'minutes': 10, 'seconds': 36}",Boise State,38,25,San José State,San José State,34,4,3.6991029248000005,39
1591,"{'minutes': 13, 'seconds': 34}",Georgia Southern,34,3,Georgia Southern,New Mexico State,7,3,3.694447545600001,68
1592,"{'minutes': 13, 'seconds': 34}",Arkansas,14,6,Arkansas,Missouri,10,3,3.6944475456,71
1593,"{'minutes': 8, 'seconds': 55}",Arkansas,24,2,Arkansas,Texas A&M,21,3,3.6900171999999998,67
1594,"{'minutes': 12, 'seconds': 15}",Washington State,35,4,Washington State,UCLA,17,3,3.6817981479675006,56
1595,"{'minutes': 13, 'seconds': 44}",Pittsburgh,20,17,Pittsburgh,Ohio,10,4,3.6744188544000007,99
1596,"{'minutes': 6, 'seconds': 12}",Western Michigan,49,7,Western Michigan,Bowling Green,10,4,3.6696907776000005,89
1597,"{'minutes': 6, 'seconds': 10}",Pittsburgh,20,8,Georgia Tech,Georgia Tech,10,4,3.658059600000001,13
1598,"{'minutes': 13, 'seconds': 38}",Texas,42,16,Texas,Texas Tech,24,4,3.6424309392000005,73
1599,"{'minutes': 12, 'seconds': 5}",Penn State,13,4,Penn State,Rutgers,3,3,3.6396656690625004,56
1600,"{'minutes': 13, 'seconds': 37}",Michigan,35,12,Maryland,Maryland,7,4,3.637121287800001,28
1601,"{'minutes': 8, 'seconds': 33}",West Virginia,24,3,West Virginia,NC State,21,3,3.6320182304,72
1602,"{'minutes': 13, 'seconds': 20}",UCF,35,3,UCF,East Carolina,13,3,3.6288000000000005,68
1603,"{'minutes': 9, 'seconds': 54}",Michigan,21,1,Maryland,Maryland,0,3,3.6287537519999997,33
1604,"{'minutes': 8, 'seconds': 30}",Delaware,14,3,Pittsburgh,Pittsburgh,10,3,3.6244832000000002,34
1605,"{'minutes': 13, 'seconds': 34}",Northwestern,31,18,Northwestern,UMass,6,4,3.6212294064000004,85
1606,"{'minutes': 13, 'seconds': 32}",Wisconsin,42,14,South Florida,South Florida,0,4,3.6106656768,29
1607,"{'minutes': 13, 'seconds': 32}",Auburn,45,15,Auburn,Samford,0,4,3.6106656768,80
1608,"{'minutes': 10, 'seconds': 19}",Kansas State,24,12,Kansas State,Iowa State,17,4,3.6039050872000007,61
1609,"{'minutes': 13, 'seconds': 14}",Michigan State,14,2,Northwestern,Northwestern,3,3,3.601358841600001,33
1610,"{'minutes': 13, 'seconds': 30}",Notre Dame,31,10,Stanford,Stanford,17,4,3.6001266000000003,37
1611,"{'minutes': 2, 'seconds': 44}",Louisiana,23,15,South Alabama,South Alabama,21,3,3.5962090144727035,53
1612,"{'minutes': 8, 'seconds': 16}",Florida State,14,2,Wake Forest,Wake Forest,12,3,3.5904765952,20
1613,"{'minutes': 10, 'seconds': 16}",Virginia,21,12,Virginia,Old Dominion,17,4,3.5873248768,77
1614,"{'minutes': 9, 'seconds': 15}",Iowa State,3,29,Iowa State,Northern Iowa,0,2,3.5804159999999996,47
1615,"{'minutes': 4, 'seconds': 40}",James Madison,0,7,West Virginia,West Virginia,0,1,3.5804159999999996,53
1616,"{'minutes': 3, 'seconds': 40}",Iowa State,3,10,Iowa State,Northern Iowa,0,2,3.5804159999999996,47
1617,"{'minutes': 7, 'seconds': 46}",East Carolina,3,2,NC State,NC State,10,2,3.5804159999999996,53
1618,"{'minutes': 14, 'seconds': 41}",Ohio,10,2,Pittsburgh,Pittsburgh,20,4,3.5804159999999996,53
1619,"{'minutes': 3, 'seconds': 23}",Auburn,7,20,Auburn,Kent State,3,1,3.5804159999999996,47
1620,"{'minutes': 9, 'seconds': 32}",Oklahoma,7,14,UCLA,UCLA,0,1,3.5804159999999996,53
1621,"{'minutes': 12, 'seconds': 34}",Ohio State,0,7,Ohio State,Miami (OH),0,1,3.5804159999999996,47
1622,"{'minutes': 15, 'seconds': 0}",Nevada,0,7,Nevada,Hawai'i,0,1,3.5804159999999996,47
1623,"{'minutes': 3, 'seconds': 33}",Baylor,10,16,Kansas State,Kansas State,3,2,3.5804159999999996,53
1624,"{'minutes': 3, 'seconds': 21}",Temple,17,10,East Carolina,East Carolina,10,2,3.5804159999999996,53
1625,"{'minutes': 11, 'seconds': 53}",Oklahoma,0,9,Oklahoma,West Virginia,0,1,3.5804159999999996,47
1626,"{'minutes': 13, 'seconds': 34}",North Carolina,0,8,North Carolina,Virginia,0,1,3.5804159999999996,47
1627,"{'minutes': 1, 'seconds': 48}",Appalachian State,0,2,Appalachian State,Georgia Southern,10,2,3.5804159999999996,47
1628,"{'minutes': 9, 'seconds': 45}",California,6,10,California,Washington State,2,1,3.5804159999999996,47
1629,"{'minutes': 15, 'seconds': 0}",Texas Tech,0,8,Texas,Texas,0,1,3.5804159999999996,53
1630,"{'minutes': 15, 'seconds': 0}",Central Michigan,0,7,Central Michigan,Toledo,0,1,3.5804159999999996,47
1631,"{'minutes': 13, 'seconds': 15}",Vanderbilt,3,2,Tennessee,Tennessee,21,3,3.5804159999999996,53
1632,"{'minutes': 9, 'seconds': 36}",Clemson,45,1,Clemson,Boston College,7,3,3.5733089280000003,65
1633,"{'minutes': 8, 'seconds': 6}",Rice,14,3,Rice,Louisiana Tech,7,3,3.5673320192,63
1634,"{'minutes': 5, 'seconds': 54}",Tulane,51,8,Tulane,Missouri State,6,4,3.5663220768000006,66
1635,"{'minutes': 8, 'seconds': 1}",Virginia,24,3,Virginia,Georgia Tech,21,3,3.5561108511999997,91
1636,"{'minutes': 8, 'seconds': 39}",Toledo,35,7,Colorado State,Colorado State,27,3,3.553831284376385,47
1637,"{'minutes': 13, 'seconds': 3}",Eastern Michigan,21,5,Eastern Michigan,Central Connecticut,15,3,3.5521168488,81
1638,"{'minutes': 13, 'seconds': 3}",Oklahoma State,21,4,Iowa State,Iowa State,13,3,3.5521168488,30
1639,"{'minutes': 10, 'seconds': 8}",Colorado,20,13,Colorado,Washington,14,4,3.5434308096,77
1640,"{'minutes': 9, 'seconds': 27}",West Virginia,10,1,West Virginia,Oklahoma State,10,3,3.5431220000000017,54
1641,"{'minutes': 12, 'seconds': 58}",NC State,17,2,NC State,East Carolina,3,3,3.530186284800001,72
1642,"{'minutes': 13, 'seconds': 16}",Southern Mississippi,37,15,Southern Mississippi,UAB,2,4,3.5270409216000003,82
1643,"{'minutes': 8, 'seconds': 36}",Washington,3,3,Oregon State,Oregon State,0,2,3.5200000000000005,41
1644,"{'minutes': 8, 'seconds': 46}",Texas,7,6,Rice,Rice,0,1,3.513840000000001,44
1645,"{'minutes': 10, 'seconds': 55}",UAB,7,4,UAB,South Alabama,0,1,3.513840000000001,56
1646,"{'minutes': 2, 'seconds': 20}",Memphis,7,6,Louisiana Monroe,Louisiana Monroe,3,1,3.513840000000001,44
1647,"{'minutes': 2, 'seconds': 52}",LSU,21,3,LSU,Utah State,6,2,3.513840000000001,56
1648,"{'minutes': 6, 'seconds': 3}",Kentucky,12,3,Kentucky,Missouri,0,2,3.513840000000001,56
1649,"{'minutes': 4, 'seconds': 59}",Texas A&M,14,5,Texas A&M,UT San Antonio,7,2,3.513840000000001,56
1650,"{'minutes': 1, 'seconds': 1}",Miami (OH),17,2,Miami (OH),Akron,3,2,3.513840000000001,56
1651,"{'minutes': 2, 'seconds': 58}",Stanford,10,13,Stanford,Northwestern,7,4,3.5119414028051543,53
1652,"{'minutes': 10, 'seconds': 2}",Southern Mississippi,13,10,Rice,Rice,6,4,3.5108144064,20
1653,"{'minutes': 5, 'seconds': 44}",Memphis,47,7,Memphis,Tulane,17,4,3.5101617408000005,91
1654,"{'seconds': 4, 'minutes': 0}",Colorado,31,4,Colorado,USC,21,3,3.5076910044922114,53
1655,"{'minutes': 12, 'seconds': 15}",Appalachian State,10,6,South Alabama,South Alabama,0,2,3.5076907800000017,47
1656,"{'minutes': 1, 'seconds': 59}",Mississippi State,38,4,Arkansas,Arkansas,10,2,3.5076907800000017,47
1657,"{'minutes': 1, 'seconds': 42}",Virginia Tech,14,5,Virginia Tech,Pittsburgh,0,1,3.5076907800000017,53
1658,"{'minutes': 5, 'seconds': 41}",Georgia,45,9,Georgia Tech,Georgia Tech,7,4,3.4934886252000013,3
1659,"{'minutes': 13, 'seconds': 8}",Appalachian State,23,14,South Alabama,South Alabama,0,4,3.4858156032000003,39
1660,"{'minutes': 13, 'seconds': 5}",Purdue,40,10,Purdue,Maryland,14,4,3.4704564750000007,66
1661,"{'minutes': 9, 'seconds': 32}",Arizona State,20,3,Arizona State,Kent State,0,3,3.447481416192001,58
1662,"{'minutes': 9, 'seconds': 50}",South Alabama,14,21,South Alabama,Georgia Southern,10,4,3.4463592,64
1663,"{'minutes': 12, 'seconds': 58}",Arkansas State,40,16,UNLV,UNLV,10,4,3.4348306512,29
1664,"{'minutes': 12, 'seconds': 58}",Ohio State,51,14,Indiana,Indiana,10,4,3.4348306512,26
1665,"{'minutes': 1, 'seconds': 8}",Auburn,55,6,Auburn,Kent State,16,4,3.4326706175999995,71
1666,"{'minutes': 6, 'seconds': 44}",Texas Tech,7,7,Texas Tech,UTEP,0,1,3.4297420960000027,52
1667,"{'minutes': 13, 'seconds': 20}",Air Force,0,2,Boise State,Boise State,0,1,3.4297420960000027,48
1668,"{'minutes': 3, 'seconds': 58}",Florida State,3,9,Florida State,NC State,0,1,3.4297420960000027,52
1669,"{'minutes': 9, 'seconds': 52}",Utah,7,9,Oregon State,Oregon State,0,1,3.4297420960000027,48
1670,"{'minutes': 6, 'seconds': 40}",Georgia,14,13,Auburn,Auburn,0,3,3.4286063616,54
1671,"{'minutes': 11, 'seconds': 52}",Oklahoma State,56,15,Oklahoma State,McNeese,7,4,3.4246429324800016,59
1672,"{'minutes': 12, 'seconds': 34}",Iowa State,34,6,Iowa State,Louisiana Monroe,13,3,3.4227861771312003,57
1673,"{'minutes': 8, 'seconds': 40}",Tulane,38,1,Tulane,Missouri State,6,3,3.421824,66
1674,"{'minutes': 9, 'seconds': 19}",USC,28,4,Arizona State,Arizona State,20,3,3.411261656616001,42
1675,"{'minutes': 12, 'seconds': 52}",Wisconsin,31,18,Wisconsin,Michigan State,0,4,3.4045298688,71
1676,"{'minutes': 12, 'seconds': 50}",South Carolina,17,10,South Carolina,Kentucky,0,4,3.3944777999999998,60
1677,"{'minutes': 12, 'seconds': 49}",Utah,35,13,Utah,Northern Illinois,17,4,3.3894607854000007,78
1678,"{'minutes': 12, 'seconds': 24}",TCU,27,4,Texas Tech,Texas Tech,22,3,3.3883938816,36
1679,"{'minutes': 12, 'seconds': 48}",Florida International,44,20,Florida International,UMass,0,4,3.3844497792,75
1680,"{'minutes': 12, 'seconds': 48}",Ohio State,49,12,Rutgers,Rutgers,14,4,3.3844497792,34
1681,"{'minutes': 12, 'seconds': 45}",Tulane,42,15,Tulane,Connecticut,0,4,3.3694527750000005,84
1682,"{'minutes': 12, 'seconds': 43}",Syracuse,41,19,Syracuse,Holy Cross,3,4,3.3594847482000008,86
1683,"{'minutes': 6, 'seconds': 12}",Washington State,48,2,Washington State,New Mexico State,7,3,3.358844032051201,57
1684,"{'minutes': 15, 'seconds': 0}",Houston,10,7,Connecticut,Connecticut,7,3,3.347344000000001,42
1685,"{'minutes': 12, 'seconds': 40}",Southern Mississippi,35,10,Southern Mississippi,Alcorn State,10,4,3.3445776000000014,61
1686,"{'minutes': 12, 'seconds': 40}",Michigan,45,11,Michigan,Rutgers,0,4,3.3445776000000014,76
1687,"{'minutes': 12, 'seconds': 40}",Texas A&M,16,10,Texas A&M,South Carolina,3,4,3.3445776000000014,75
1688,"{'minutes': 7, 'seconds': 30}",Alabama,42,14,Alabama,Southern Mississippi,7,4,3.3437811247500018,55
1689,"{'minutes': 5, 'seconds': 48}",Washington State,21,2,Houston,Houston,14,3,3.3348614144000006,39
1690,"{'minutes': 12, 'seconds': 38}",Utah,35,12,Arizona,Arizona,0,4,3.3346693872000013,20
1691,"{'minutes': 14, 'seconds': 40}",Maryland,34,5,Rutgers,Rutgers,7,3,3.32931456,41
1692,"{'minutes': 11, 'seconds': 5}",Oregon State,38,9,Oregon State,Cal Poly,7,3,3.328769524078799,52
1693,"{'minutes': 12, 'seconds': 32}",Missouri,50,12,Missouri,Southeast Missouri State,0,4,3.3050878848000016,77
1694,"{'minutes': 12, 'seconds': 2}",Oklahoma,35,2,Oklahoma,South Dakota,0,3,3.3032809152000007,67
1695,"{'minutes': 8, 'seconds': 35}",Colorado State,24,6,Fresno State,Fresno State,21,3,3.3006599010000004,42
1696,"{'minutes': 1, 'seconds': 35}",Coastal Carolina,35,1,UMass,UMass,14,2,3.3000000000000003,41
1697,"{'minutes': 12, 'seconds': 30}",Boise State,45,10,Boise State,Portland State,10,4,3.2952750000000015,75
1698,"{'minutes': 10, 'seconds': 24}",South Carolina,17,6,Georgia,Georgia,10,3,3.2814424473600003,41
1699,"{'minutes': 9, 'seconds': 15}",Marshall,30,13,Florida Atlantic,Florida Atlantic,24,4,3.2642171000000006,34
1700,"{'minutes': 7, 'seconds': 23}",NC State,27,1,NC State,Ball State,10,3,3.260814921,61
1701,"{'minutes': 4, 'seconds': 20}",East Carolina,34,2,East Carolina,Cincinnati,28,3,3.2562432,67
1702,"{'minutes': 8, 'seconds': 17}",Notre Dame,45,6,Notre Dame,Navy,3,3,3.2547992416222153,55
1703,"{'minutes': 12, 'seconds': 21}",NC State,31,17,NC State,East Carolina,3,4,3.2514106326000007,82
1704,"{'minutes': 7, 'seconds': 11}",Penn State,45,1,Maryland,Maryland,0,3,3.2401889729999995,31
1705,"{'minutes': 4, 'seconds': 53}",UT San Antonio,35,8,UT San Antonio,Incarnate Word,7,4,3.237523268400001,67
1706,"{'minutes': 3, 'seconds': 47}",Iowa State,21,3,West Virginia,West Virginia,14,3,3.2374306656000003,13
1707,"{'minutes': 12, 'seconds': 18}",Florida State,35,11,Florida State,Alabama State,12,4,3.236895643200001,65
1708,"{'minutes': 3, 'seconds': 48}",Middle Tennessee,24,2,Middle Tennessee,Tennessee State,13,3,3.2322611532288015,57
1709,"{'minutes': 3, 'seconds': 27}",Tennessee,13,3,Tennessee,BYU,10,3,3.2283831776,77
1710,"{'minutes': 3, 'seconds': 25}",Texas,21,3,West Virginia,West Virginia,14,3,3.2275684,29
1711,"{'minutes': 1, 'seconds': 28}",Auburn,20,13,Auburn,Ole Miss,7,3,3.2245703579271163,46
1712,"{'minutes': 3, 'seconds': 14}",Virginia Tech,17,2,Notre Dame,Notre Dame,14,3,3.2233644288,33
1713,"{'seconds': 51, 'minutes': 0}",Northern Colorado,6,6,San José State,San José State,21,2,3.2223743999999996,54
1714,"{'minutes': 15, 'seconds': 0}",East Carolina,3,4,NC State,NC State,17,3,3.2223743999999996,54
1715,"{'minutes': 6, 'seconds': 43}",Bowling Green,0,6,Kansas State,Kansas State,52,4,3.2223743999999996,54
1716,"{'minutes': 1, 'seconds': 1}",Maine,3,5,Georgia Southern,Georgia Southern,10,2,3.2223743999999996,54
1717,"{'minutes': 3, 'seconds': 4}",Utah,10,10,Utah,Idaho State,0,1,3.2223743999999996,46
1718,"{'minutes': 3, 'seconds': 21}",Illinois,17,4,Illinois,Eastern Michigan,23,2,3.2223743999999996,46
1719,"{'minutes': 6, 'seconds': 14}",East Carolina,10,6,Navy,Navy,42,4,3.2223743999999996,54
1720,"{'minutes': 13, 'seconds': 10}",Arkansas,17,5,Arkansas,San José State,24,4,3.2223743999999996,46
1721,"{'minutes': 2, 'seconds': 28}",Syracuse,24,11,Syracuse,Western Michigan,13,2,3.2223743999999996,46
1722,"{'minutes': 3, 'seconds': 37}",Iowa,24,15,Iowa,Middle Tennessee,0,2,3.2223743999999996,46
1723,"{'minutes': 6, 'seconds': 26}",Georgia,10,5,Georgia,South Carolina,17,4,3.2223743999999996,46
1724,"{'minutes': 13, 'seconds': 24}",Maryland,21,5,Maryland,Indiana,24,3,3.2223743999999996,46
1725,"{'minutes': 12, 'seconds': 40}",Akron,0,4,Akron,Buffalo,14,4,3.2223743999999996,46
1726,"{'minutes': 2, 'seconds': 10}",Ball State,7,6,Ball State,Ohio,13,2,3.2223743999999996,46
1727,"{'minutes': 14, 'seconds': 33}",Northwestern,3,4,Indiana,Indiana,24,3,3.2223743999999996,54
1728,"{'minutes': 2, 'seconds': 42}",UTEP,21,6,UTEP,Charlotte,28,4,3.2223743999999996,46
1729,"{'minutes': 15, 'seconds': 0}",UTEP,0,1,UTEP,Louisiana Tech,0,1,3.221020000000001,55
1730,"{'minutes': 15, 'seconds': 0}",San Diego State,10,1,San Diego State,Nevada,10,4,3.221020000000001,55
1731,"{'minutes': 15, 'seconds': 0}",Miami (OH),0,1,Miami (OH),Akron,0,1,3.221020000000001,55
1732,"{'minutes': 11, 'seconds': 43}",Kent State,24,1,Kent State,Ball State,24,3,3.221020000000001,55
1733,"{'minutes': 7, 'seconds': 57}",Iowa State,21,5,West Virginia,West Virginia,14,3,3.219174991032,42
1734,"{'minutes': 11, 'seconds': 38}",Oregon State,28,5,Oregon State,Arizona State,21,3,3.2161641408,72
1735,"{'minutes': 11, 'seconds': 36}",Tennessee,10,6,Tennessee,Mississippi State,3,3,3.2091684864000003,76
1736,"{'minutes': 4, 'seconds': 33}",Portland State,6,14,Arkansas,Arkansas,10,2,3.207319466803199,60
1737,"{'minutes': 11, 'seconds': 24}",Jackson State,7,10,South Alabama,South Alabama,13,2,3.207319466803199,60
1738,"{'minutes': 3, 'seconds': 9}",Illinois,24,12,Illinois,Eastern Michigan,31,4,3.207319466803199,40
1739,"{'minutes': 5, 'seconds': 1}",Arkansas,10,30,Arkansas,San José State,24,3,3.207319466803199,40
1740,"{'minutes': 15, 'seconds': 0}",Hampton,12,15,Liberty,Liberty,27,2,3.207319466803199,60
1741,"{'minutes': 11, 'seconds': 59}",Temple,7,10,Buffalo,Buffalo,24,3,3.207319466803199,60
1742,"{'minutes': 2, 'seconds': 11}",Boston College,24,14,Boston College,Wake Forest,27,4,3.207319466803199,40
1743,"{'minutes': 12, 'seconds': 17}",Notre Dame,14,10,Notre Dame,Virginia,17,3,3.207319466803199,40
1744,"{'minutes': 10, 'seconds': 37}",Akron,21,12,UMass,UMass,37,4,3.207319466803199,60
1745,"{'minutes': 8, 'seconds': 29}",UNLV,10,10,UNLV,San Diego State,17,3,3.207319466803199,40
1746,"{'minutes': 8, 'seconds': 36}",San Diego State,0,21,San Diego State,BYU,3,2,3.207319466803199,40
1747,"{'minutes': 13, 'seconds': 37}",Memphis,28,13,Houston,Houston,20,3,3.20656809311672,50
1748,"{'minutes': 1, 'seconds': 41}",Miami,17,3,Florida State,Florida State,10,3,3.2032969631999997,8
1749,"{'minutes': 1, 'seconds': 15}",Baylor,24,2,Oklahoma State,Oklahoma State,20,3,3.20135,33
1750,"{'minutes': 2, 'seconds': 33}",Alabama,42,4,Alabama,Southern Mississippi,7,3,3.200230767837056,54
1751,"{'seconds': 11, 'minutes': 0}",Ohio State,24,2,Wisconsin,Wisconsin,21,3,3.2000042592,23
1752,"{'minutes': 5, 'seconds': 16}",Mississippi State,7,3,Louisiana,Louisiana,0,1,3.2,39
1753,"{'minutes': 7, 'seconds': 43}",UAB,14,2,UAB,Alabama State,13,1,3.2,67
1754,"{'minutes': 13, 'seconds': 18}",Northern Illinois,3,3,Northern Illinois,Illinois State,0,2,3.2,61
1755,"{'minutes': 15, 'seconds': 0}",Charlotte,7,2,Charlotte,Gardner-Webb,0,2,3.2,81
1756,"{'minutes': 4, 'seconds': 4}",Rutgers,24,3,Rutgers,UMass,21,2,3.2,68
1757,"{'minutes': 1, 'seconds': 15}",Utah,9,2,BYU,BYU,6,2,3.2,32
1758,"{'minutes': 4, 'seconds': 25}",San Diego State,3,2,San Diego State,Weber State,0,2,3.2,69
1759,"{'minutes': 12, 'seconds': 10}",SMU,7,2,SMU,North Texas,0,1,3.2,65
1760,"{'minutes': 9, 'seconds': 57}",Texas State,7,2,Texas State,Wyoming,0,1,3.2,67
1761,"{'minutes': 7, 'seconds': 42}",Maine,3,2,Georgia Southern,Georgia Southern,0,1,3.2,24
1762,"{'minutes': 3, 'seconds': 53}",Western Kentucky,14,2,Florida International,Florida International,7,2,3.2,33
1763,"{'minutes': 13, 'seconds': 50}",Ohio State,7,2,Indiana,Indiana,3,2,3.2,26
1764,"{'minutes': 3, 'seconds': 53}",San Diego State,7,3,New Mexico State,New Mexico State,0,1,3.2,40
1765,"{'minutes': 10, 'seconds': 12}",Boise State,7,2,Boise State,Portland State,3,1,3.2,67
1766,"{'minutes': 11, 'seconds': 47}",SMU,7,2,SMU,Texas State,0,1,3.2,67
1767,"{'minutes': 6, 'seconds': 11}",Arkansas,27,3,Arkansas,Colorado State,21,2,3.2,68
1768,"{'minutes': 5, 'seconds': 25}",Temple,7,3,Temple,Maryland,2,2,3.2,73
1769,"{'seconds': 15, 'minutes': 0}",Northwestern,16,2,Northwestern,UNLV,14,2,3.2,65
1770,"{'minutes': 6, 'seconds': 29}",Missouri,7,3,Missouri,South Carolina,0,1,3.2,60
1771,"{'minutes': 2, 'seconds': 8}",Illinois,14,3,Illinois,Nebraska,7,1,3.2,75
1772,"{'minutes': 5, 'seconds': 1}",Indiana,7,2,Indiana,Connecticut,3,1,3.2,67
1773,"{'minutes': 4, 'seconds': 17}",Pittsburgh,7,2,Pittsburgh,UCF,0,1,3.2,72
1774,"{'minutes': 12, 'seconds': 45}",Alabama,7,3,Alabama,Ole Miss,0,1,3.2,78
1775,"{'minutes': 5, 'seconds': 29}",South Carolina,7,3,South Carolina,Kentucky,0,1,3.2,90
1776,"{'minutes': 2, 'seconds': 24}",South Carolina,7,3,South Carolina,Kentucky,0,1,3.2,79
1777,"{'minutes': 13, 'seconds': 20}",Wisconsin,7,3,Wisconsin,Northwestern,3,2,3.2,62
1778,"{'seconds': 11, 'minutes': 0}",Utah State,24,2,Utah State,Colorado State,21,2,3.2,67
